org,name,version
io.circe,circe-scodec_3,0.14.1
io.circe,circe-shapeless_3,0.14.1
io.circe,circe-shapes_3,0.14.1
io.circe,circe-spray_3,0.14.1
io.circe,circe-streaming_3,0.14.1
io.circe,circe-testing_3,0.14.1
org.http4s,http4s-argonaut_3,1.0.0-M23
org.http4s,http4s-async-http-client_3,1.0.0-M23
org.http4s,http4s-bench_3,1.0.0-M23
org.http4s,http4s-blaze_3,1.0.0-M23
org.http4s,http4s-blaze-client_3,1.0.0-M23
org.http4s,http4s-blaze-core_3,1.0.0-M23
org.http4s,http4s-blaze-server_3,1.0.0-M23
org.http4s,http4s-blazeclient_3,1.0.0-M23
org.http4s,http4s-blazecore_3,1.0.0-M23
org.http4s,http4s-blazeserver_3,1.0.0-M23
org.http4s,http4s-boopickle_3,1.0.0-M23
org.http4s,http4s-circe_3,1.0.0-M23
org.http4s,http4s-client_3,1.0.0-M23
org.http4s,http4s-client-metrics_3,1.0.0-M23
org.http4s,http4s-core_3,1.0.0-M23
org.http4s,http4s-dropwizard-metrics_3,1.0.0-M23
org.http4s,http4s-dsl_3,1.0.0-M23
org.http4s,http4s-ember-client_3,1.0.0-M23
org.http4s,http4s-ember-core_3,1.0.0-M23
org.http4s,http4s-ember-server_3,1.0.0-M23
org.http4s,http4s-jawn_3,1.0.0-M23
org.http4s,http4s-jetty_3,1.0.0-M23
org.http4s,http4s-jetty-client_3,1.0.0-M23
org.http4s,http4s-jetty-server_3,1.0.0-M23
org.http4s,http4s-json4s_3,1.0.0-M23
org.http4s,http4s-json4s-jackson_3,1.0.0-M23
org.http4s,http4s-json4s-native_3,1.0.0-M23
org.http4s,http4s-laws_3,1.0.0-M23
org.http4s,http4s-load-test_3,1.0.0-M23
org.http4s,http4s-okhttp-client_3,1.0.0-M23
org.http4s,http4s-parboiled2_3,1.0.0-M23
org.http4s,http4s-play-json_3,1.0.0-M23
org.http4s,http4s-prometheus-client-metrics_3,1.0.0-M23
org.http4s,http4s-prometheus-metrics_3,1.0.0-M23
org.http4s,http4s-prometheus-server-metrics_3,1.0.0-M23
org.http4s,http4s-scala-xml_3,1.0.0-M23
org.http4s,http4s-scalafix_3,1.0.0-M23
org.http4s,http4s-scalatags_3,1.0.0-M23
org.http4s,http4s-server_3,1.0.0-M23
org.http4s,http4s-server-metrics_3,1.0.0-M23
org.http4s,http4s-servlet_3,1.0.0-M23
org.http4s,http4s-testing_3,1.0.0-M23
org.http4s,http4s-tests_3,1.0.0-M23
org.http4s,http4s-tomcat_3,1.0.0-M23
org.http4s,http4s-tomcat-server_3,1.0.0-M23
org.http4s,http4s-twirl_3,1.0.0-M23
co.fs2,fs2-core_3,3.1.6
co.fs2,fs2-experimental_3,3.1.6
co.fs2,fs2-io_3,3.1.6
co.fs2,fs2-node_3,3.1.6
co.fs2,fs2-reactive-streams_3,3.1.6
co.fs2,fs2-scodec_3,3.1.6
org.tpolecat,doobie-contrib-h2_3,0.13.4
org.tpolecat,doobie-contrib-hikari_3,0.13.4
org.tpolecat,doobie-contrib-postgresql_3,0.13.4
org.tpolecat,doobie-contrib-scalatest_3,0.13.4
org.tpolecat,doobie-contrib-scalatest-cats_3,0.13.4
org.tpolecat,doobie-contrib-specs2_3,0.13.4
org.tpolecat,doobie-core_3,0.13.4
org.tpolecat,doobie-core-cats_3,0.13.4
org.tpolecat,doobie-free_3,0.13.4
org.tpolecat,doobie-h2_3,0.13.4
org.tpolecat,doobie-h2-cats_3,0.13.4
org.tpolecat,doobie-hikari_3,0.13.4
org.tpolecat,doobie-hikari-cats_3,0.13.4
org.tpolecat,doobie-munit_3,0.13.4
org.tpolecat,doobie-postgres_3,0.13.4
org.tpolecat,doobie-postgres-cats_3,0.13.4
org.tpolecat,doobie-postgres-circe_3,0.13.4
org.tpolecat,doobie-quill_3,0.13.4
org.tpolecat,doobie-refined_3,0.13.4
org.tpolecat,doobie-refined-cats_3,0.13.4
org.tpolecat,doobie-scalatest_3,0.13.4
org.tpolecat,doobie-scalatest-cats_3,0.13.4
org.tpolecat,doobie-specs2_3,0.13.4
org.tpolecat,doobie-specs2-cats_3,0.13.4
io.monix,effects4s-core_3,3.4.0
io.monix,effects4s-laws_3,3.4.0
io.monix,effects4s-std_3,3.4.0
io.monix,monifu_3,3.4.0
io.monix,monifu-core_3,3.4.0
io.monix,monifu-core-js_3,3.4.0
io.monix,monifu-js_3,3.4.0
io.monix,monifu-rx_3,3.4.0
io.monix,monifu-rx-js_3,3.4.0
io.monix,monix_3,3.4.0
io.monix,monix-async_3,3.4.0
io.monix,monix-catnap_3,3.4.0
io.monix,monix-cats_3,3.4.0
io.monix,monix-eval_3,3.4.0
io.monix,monix-execution_3,3.4.0
io.monix,monix-internal-jctools_3,3.4.0
io.monix,monix-java_3,3.4.0
io.monix,monix-nio_3,3.4.0
io.monix,monix-reactive_3,3.4.0
io.monix,monix-scalaz-72_3,3.4.0
io.monix,monix-tail_3,3.4.0
io.monix,monix-types_3,3.4.0
io.monix,newtypes-core_3,3.4.0
org.scalacheck,scalacheck_3,1.15.4
dev.optics,monocle-core_3,3.1.0
dev.optics,monocle-generic_3,3.1.0
dev.optics,monocle-law_3,3.1.0
dev.optics,monocle-macro_3,3.1.0
dev.optics,monocle-refined_3,3.1.0
dev.optics,monocle-state_3,3.1.0
dev.optics,monocle-unsafe_3,3.1.0
eu.timepit,refined_3,0.9.27
eu.timepit,refined-cats_3,0.9.27
eu.timepit,refined-eval_3,0.9.27
eu.timepit,refined-jsonpath_3,0.9.27
eu.timepit,refined-pureconfig_3,0.9.27
eu.timepit,refined-scalacheck_3,0.9.27
eu.timepit,refined-scalacheck_1.13_3,0.9.27
eu.timepit,refined-scalaz_3,0.9.27
eu.timepit,refined-scodec_3,0.9.27
eu.timepit,refined-scopt_3,0.9.27
eu.timepit,refined-shapeless_3,0.9.27
org.json4s,json4s_3,4.0.3
org.json4s,json4s-ast_3,4.0.3
org.json4s,json4s-core_3,4.0.3
org.json4s,json4s-ext_3,4.0.3
org.json4s,json4s-jackson_3,4.0.3
org.json4s,json4s-jackson-core_3,4.0.3
org.json4s,json4s-mongo_3,4.0.3
org.json4s,json4s-native_3,4.0.3
org.json4s,json4s-native-core_3,4.0.3
org.json4s,json4s-scalap_3,4.0.3
org.json4s,json4s-scalaz_3,4.0.3
org.json4s,json4s-tests_3,4.0.3
org.json4s,json4s-xml_3,4.0.3
org.typelevel,cats-effect_3,3.2.9
org.typelevel,cats-effect-concurrent_3,3.2.9
org.typelevel,cats-effect-kernel_3,3.2.9
org.typelevel,cats-effect-kernel-testkit_3,3.2.9
org.typelevel,cats-effect-laws_3,3.2.9
org.typelevel,cats-effect-std_3,3.2.9
org.typelevel,cats-effect-testkit_3,3.2.9
com.github.scopt,scopt_3,4.0.1
org.tpolecat,refined_3,0.2.2
org.tpolecat,skunk-circe_3,0.2.2
org.tpolecat,skunk-core_3,0.2.2
org.tpolecat,skunk-macros_3,0.2.2
com.github.pureconfig,pureconfig_3,0.17.0
com.github.pureconfig,pureconfig-akka_3,0.17.0
com.github.pureconfig,pureconfig-akka-http_3,0.17.0
com.github.pureconfig,pureconfig-cats_3,0.17.0
com.github.pureconfig,pureconfig-cats-effect_3,0.17.0
com.github.pureconfig,pureconfig-cats-effect2_3,0.17.0
com.github.pureconfig,pureconfig-circe_3,0.17.0
com.github.pureconfig,pureconfig-core_3,0.17.0
com.github.pureconfig,pureconfig-cron4s_3,0.17.0
com.github.pureconfig,pureconfig-enum_3,0.17.0
com.github.pureconfig,pureconfig-enumeratum_3,0.17.0
com.github.pureconfig,pureconfig-fs2_3,0.17.0
com.github.pureconfig,pureconfig-generic_3,0.17.0
com.github.pureconfig,pureconfig-generic-base_3,0.17.0
com.github.pureconfig,pureconfig-hadoop_3,0.17.0
com.github.pureconfig,pureconfig-http4s_3,0.17.0
com.github.pureconfig,pureconfig-javax_3,0.17.0
com.github.pureconfig,pureconfig-joda_3,0.17.0
com.github.pureconfig,pureconfig-macros_3,0.17.0
com.github.pureconfig,pureconfig-magnolia_3,0.17.0
com.github.pureconfig,pureconfig-scala-xml_3,0.17.0
com.github.pureconfig,pureconfig-scalaz_3,0.17.0
com.github.pureconfig,pureconfig-squants_3,0.17.0
com.github.pureconfig,pureconfig-sttp_3,0.17.0
com.github.pureconfig,pureconfig-yaml_3,0.17.0
com.github.pureconfig,pureconfig-zio-config_3,0.17.0
org.scalikejdbc,scalikejdbc_3,4.0.0-RC2
org.scalikejdbc,scalikejdbc-config_3,4.0.0-RC2
org.scalikejdbc,scalikejdbc-core_3,4.0.0-RC2
org.scalikejdbc,scalikejdbc-interpolation_3,4.0.0-RC2
org.scalikejdbc,scalikejdbc-interpolation-core_3,4.0.0-RC2
org.scalikejdbc,scalikejdbc-interpolation-macro_3,4.0.0-RC2
org.scalikejdbc,scalikejdbc-joda-time_3,4.0.0-RC2
org.scalikejdbc,scalikejdbc-jsr310_3,4.0.0-RC2
org.scalikejdbc,scalikejdbc-mapper-generator_3,4.0.0-RC2
org.scalikejdbc,scalikejdbc-mapper-generator-core_3,4.0.0-RC2
org.scalikejdbc,scalikejdbc-play-fixture-plugin_3,4.0.0-RC2
org.scalikejdbc,scalikejdbc-play-plugin_3,4.0.0-RC2
org.scalikejdbc,scalikejdbc-streams_3,4.0.0-RC2
org.scalikejdbc,scalikejdbc-syntax-support-macro_3,4.0.0-RC2
org.scalikejdbc,scalikejdbc-test_3,4.0.0-RC2
com.softwaremill.sttp.client3,akka-http-backend_3,3.3.15
com.softwaremill.sttp.client3,akka-http-handler_3,3.3.15
com.softwaremill.sttp.client3,armeria-backend_3,3.3.15
com.softwaremill.sttp.client3,armeria-backend-cats_3,3.3.15
com.softwaremill.sttp.client3,armeria-backend-cats-ce2_3,3.3.15
com.softwaremill.sttp.client3,armeria-backend-fs2_3,3.3.15
com.softwaremill.sttp.client3,armeria-backend-fs2-ce2_3,3.3.15
com.softwaremill.sttp.client3,armeria-backend-monix_3,3.3.15
com.softwaremill.sttp.client3,armeria-backend-scalaz_3,3.3.15
com.softwaremill.sttp.client3,armeria-backend-zio_3,3.3.15
com.softwaremill.sttp.client3,async-http-client-backend_3,3.3.15
com.softwaremill.sttp.client3,async-http-client-backend-cats_3,3.3.15
com.softwaremill.sttp.client3,async-http-client-backend-cats-ce2_3,3.3.15
com.softwaremill.sttp.client3,async-http-client-backend-fs2_3,3.3.15
com.softwaremill.sttp.client3,async-http-client-backend-fs2-ce2_3,3.3.15
com.softwaremill.sttp.client3,async-http-client-backend-future_3,3.3.15
com.softwaremill.sttp.client3,async-http-client-backend-monix_3,3.3.15
com.softwaremill.sttp.client3,async-http-client-backend-scalaz_3,3.3.15
com.softwaremill.sttp.client3,async-http-client-backend-zio_3,3.3.15
com.softwaremill.sttp.client3,async-http-client-handler_3,3.3.15
com.softwaremill.sttp.client3,async-http-client-handler-cats_3,3.3.15
com.softwaremill.sttp.client3,async-http-client-handler-fs2_3,3.3.15
com.softwaremill.sttp.client3,async-http-client-handler-future_3,3.3.15
com.softwaremill.sttp.client3,async-http-client-handler-monix_3,3.3.15
com.softwaremill.sttp.client3,async-http-client-handler-scalaz_3,3.3.15
com.softwaremill.sttp.client3,brave-backend_3,3.3.15
com.softwaremill.sttp.client3,cats_3,3.3.15
com.softwaremill.sttp.client3,catsce2_3,3.3.15
com.softwaremill.sttp.client3,circe_3,3.3.15
com.softwaremill.sttp.client3,core_3,3.3.15
com.softwaremill.sttp.client3,finagle-backend_3,3.3.15
com.softwaremill.sttp.client3,fs2_3,3.3.15
com.softwaremill.sttp.client3,fs2ce2_3,3.3.15
com.softwaremill.sttp.client3,http4s-backend_3,3.3.15
com.softwaremill.sttp.client3,http4s-ce2-backend_3,3.3.15
com.softwaremill.sttp.client3,httpclient-backend_3,3.3.15
com.softwaremill.sttp.client3,httpclient-backend-fs2_3,3.3.15
com.softwaremill.sttp.client3,httpclient-backend-fs2-ce2_3,3.3.15
com.softwaremill.sttp.client3,httpclient-backend-monix_3,3.3.15
com.softwaremill.sttp.client3,httpclient-backend-zio_3,3.3.15
com.softwaremill.sttp.client3,json-common_3,3.3.15
com.softwaremill.sttp.client3,json4s_3,3.3.15
com.softwaremill.sttp.client3,monix_3,3.3.15
com.softwaremill.sttp.client3,okhttp-backend_3,3.3.15
com.softwaremill.sttp.client3,okhttp-backend-monix_3,3.3.15
com.softwaremill.sttp.client3,okhttp-client-handler_3,3.3.15
com.softwaremill.sttp.client3,okhttp-client-handler-monix_3,3.3.15
com.softwaremill.sttp.client3,okhttp-handler_3,3.3.15
com.softwaremill.sttp.client3,okhttp-handler-monix_3,3.3.15
com.softwaremill.sttp.client3,opentracing-backend_3,3.3.15
com.softwaremill.sttp.client3,play-json_3,3.3.15
com.softwaremill.sttp.client3,prometheus-backend_3,3.3.15
com.softwaremill.sttp.client3,scalaz_3,3.3.15
com.softwaremill.sttp.client3,scribe-backend_3,3.3.15
com.softwaremill.sttp.client3,slf4j-backend_3,3.3.15
com.softwaremill.sttp.client3,spray-json_3,3.3.15
com.softwaremill.sttp.client3,upickle_3,3.3.15
com.softwaremill.sttp.client3,zio_3,3.3.15
com.softwaremill.sttp.client3,zio-json_3,3.3.15
com.softwaremill.sttp.client3,zio-telemetry-opentelemetry-backend_3,3.3.15
com.softwaremill.sttp.client3,zio-telemetry-opentracing-backend_3,3.3.15
com.softwaremill.macwire,benchmark_3,2.4.2
com.softwaremill.macwire,core_3,2.4.2
com.softwaremill.macwire,futuretry_3,2.4.2
com.softwaremill.macwire,id-generator_3,2.4.2
com.softwaremill.macwire,macros_3,2.4.2
com.softwaremill.macwire,macrosakka_3,2.4.2
com.softwaremill.macwire,proxy_3,2.4.2
com.softwaremill.macwire,runtime_3,2.4.2
com.softwaremill.macwire,tagging_3,2.4.2
com.softwaremill.macwire,util_3,2.4.2
com.thesamet.scalapb,compilerplugin_3,0.11.6
com.thesamet.scalapb,compilerplugin-shaded_3,0.11.6
com.thesamet.scalapb,compilerpluginshaded_3,0.11.6
com.thesamet.scalapb,lenses_3,0.11.6
com.thesamet.scalapb,scalapb-runtime_3,0.11.6
com.thesamet.scalapb,scalapb-runtime-grpc_3,0.11.6
com.thesamet.scalapb,scalapbc_3,0.11.6
org.scalatest,play_3,3.2.10
org.scalatest,scalactic_3,3.2.10
org.scalatest,scalatest_3,3.2.10
org.scalatest,scalatest-all_3,3.2.10
org.scalatest,scalatest-app_3,3.2.10
org.scalatest,scalatest-core_3,3.2.10
org.scalatest,scalatest-diagrams_3,3.2.10
org.scalatest,scalatest-easymock_3,3.2.10
org.scalatest,scalatest-featurespec_3,3.2.10
org.scalatest,scalatest-flatspec_3,3.2.10
org.scalatest,scalatest-freespec_3,3.2.10
org.scalatest,scalatest-funspec_3,3.2.10
org.scalatest,scalatest-funsuite_3,3.2.10
org.scalatest,scalatest-jmock_3,3.2.10
org.scalatest,scalatest-junit_3,3.2.10
org.scalatest,scalatest-matchers_3,3.2.10
org.scalatest,scalatest-matchers-core_3,3.2.10
org.scalatest,scalatest-mustmatchers_3,3.2.10
org.scalatest,scalatest-propspec_3,3.2.10
org.scalatest,scalatest-refspec_3,3.2.10
org.scalatest,scalatest-selenium_3,3.2.10
org.scalatest,scalatest-shouldmatchers_3,3.2.10
org.scalatest,scalatest-testng_3,3.2.10
org.scalatest,scalatest-wordspec_3,3.2.10
org.scalatest,scalatestjs_3,3.2.10
org.scalatest,scalatestplus-play_3,3.2.10
org.scalatest,scalautils_3,3.2.10
com.github.nscala-time,nscala-time_3,2.30.0
com.typesafe.scala-logging,emoji_3,3.9.4
com.typesafe.scala-logging,scala-logging_3,3.9.4
com.softwaremill.sttp.tapir,sbt-openapi-codegen_3,0.19.0-M12
com.softwaremill.sttp.tapir,sttp-mock-server_3,0.19.0-M12
com.softwaremill.sttp.tapir,tapir-akka-http-server_3,0.19.0-M12
com.softwaremill.sttp.tapir,tapir-apispec-docs_3,0.19.0-M12
com.softwaremill.sttp.tapir,tapir-apispec-model_3,0.19.0-M12
com.softwaremill.sttp.tapir,tapir-asyncapi-circe_3,0.19.0-M12
com.softwaremill.sttp.tapir,tapir-asyncapi-circe-yaml_3,0.19.0-M12
com.softwaremill.sttp.tapir,tapir-asyncapi-docs_3,0.19.0-M12
com.softwaremill.sttp.tapir,tapir-asyncapi-model_3,0.19.0-M12
com.softwaremill.sttp.tapir,tapir-aws-examples_3,0.19.0-M12
com.softwaremill.sttp.tapir,tapir-aws-lambda_3,0.19.0-M12
com.softwaremill.sttp.tapir,tapir-aws-lambda-tests_3,0.19.0-M12
com.softwaremill.sttp.tapir,tapir-aws-sam_3,0.19.0-M12
com.softwaremill.sttp.tapir,tapir-aws-terraform_3,0.19.0-M12
com.softwaremill.sttp.tapir,tapir-cats_3,0.19.0-M12
com.softwaremill.sttp.tapir,tapir-core_3,0.19.0-M12
com.softwaremill.sttp.tapir,tapir-derevo_3,0.19.0-M12
com.softwaremill.sttp.tapir,tapir-enumeratum_3,0.19.0-M12
com.softwaremill.sttp.tapir,tapir-finatra-server_3,0.19.0-M12
com.softwaremill.sttp.tapir,tapir-finatra-server-cats_3,0.19.0-M12
com.softwaremill.sttp.tapir,tapir-http4s-client_3,0.19.0-M12
com.softwaremill.sttp.tapir,tapir-http4s-server_3,0.19.0-M12
com.softwaremill.sttp.tapir,tapir-json-circe_3,0.19.0-M12
com.softwaremill.sttp.tapir,tapir-json-json4s_3,0.19.0-M12
com.softwaremill.sttp.tapir,tapir-json-play_3,0.19.0-M12
com.softwaremill.sttp.tapir,tapir-json-spray_3,0.19.0-M12
com.softwaremill.sttp.tapir,tapir-json-tethys_3,0.19.0-M12
com.softwaremill.sttp.tapir,tapir-json-upickle_3,0.19.0-M12
com.softwaremill.sttp.tapir,tapir-json-zio_3,0.19.0-M12
com.softwaremill.sttp.tapir,tapir-jsoniter-scala_3,0.19.0-M12
com.softwaremill.sttp.tapir,tapir-netty-server_3,0.19.0-M12
com.softwaremill.sttp.tapir,tapir-newtype_3,0.19.0-M12
com.softwaremill.sttp.tapir,tapir-openapi-circe_3,0.19.0-M12
com.softwaremill.sttp.tapir,tapir-openapi-circe-yaml_3,0.19.0-M12
com.softwaremill.sttp.tapir,tapir-openapi-docs_3,0.19.0-M12
com.softwaremill.sttp.tapir,tapir-openapi-model_3,0.19.0-M12
com.softwaremill.sttp.tapir,tapir-opentelemetry-metrics_3,0.19.0-M12
com.softwaremill.sttp.tapir,tapir-play-client_3,0.19.0-M12
com.softwaremill.sttp.tapir,tapir-play-server_3,0.19.0-M12
com.softwaremill.sttp.tapir,tapir-prometheus-metrics_3,0.19.0-M12
com.softwaremill.sttp.tapir,tapir-redoc_3,0.19.0-M12
com.softwaremill.sttp.tapir,tapir-redoc-akka-http_3,0.19.0-M12
com.softwaremill.sttp.tapir,tapir-redoc-http4s_3,0.19.0-M12
com.softwaremill.sttp.tapir,tapir-redoc-play_3,0.19.0-M12
com.softwaremill.sttp.tapir,tapir-refined_3,0.19.0-M12
com.softwaremill.sttp.tapir,tapir-server-tests_3,0.19.0-M12
com.softwaremill.sttp.tapir,tapir-sttp-client_3,0.19.0-M12
com.softwaremill.sttp.tapir,tapir-sttp-stub-server_3,0.19.0-M12
com.softwaremill.sttp.tapir,tapir-swagger-ui_3,0.19.0-M12
com.softwaremill.sttp.tapir,tapir-swagger-ui-akka-http_3,0.19.0-M12
com.softwaremill.sttp.tapir,tapir-swagger-ui-finatra_3,0.19.0-M12
com.softwaremill.sttp.tapir,tapir-swagger-ui-http4s_3,0.19.0-M12
com.softwaremill.sttp.tapir,tapir-swagger-ui-play_3,0.19.0-M12
com.softwaremill.sttp.tapir,tapir-swagger-ui-vertx_3,0.19.0-M12
com.softwaremill.sttp.tapir,tapir-swagger-ui-zio-http_3,0.19.0-M12
com.softwaremill.sttp.tapir,tapir-tests_3,0.19.0-M12
com.softwaremill.sttp.tapir,tapir-vertx-server_3,0.19.0-M12
com.softwaremill.sttp.tapir,tapir-zio_3,0.19.0-M12
com.softwaremill.sttp.tapir,tapir-zio-http_3,0.19.0-M12
com.softwaremill.sttp.tapir,tapir-zio-http-server_3,0.19.0-M12
com.softwaremill.sttp.tapir,tapir-zio-http4s-server_3,0.19.0-M12
org.typelevel,squants_3,1.8.3
org.scodec,core_3,2.0.0
org.scodec,scodec_3,2.0.0
org.scodec,scodec-core_3,2.0.0
org.scodec,scodec-core-testkit_3,2.0.0
org.scodec,scodec-stream_3,2.0.0
org.scodec,scodec-testkit_3,2.0.0
org.scodec,testkit_3,2.0.0
com.github.seratch,awscala_3,0.9.2
com.github.seratch,awscala-core_3,0.9.2
com.github.seratch,awscala-dynamodb_3,0.9.2
com.github.seratch,awscala-ec2_3,0.9.2
com.github.seratch,awscala-emr_3,0.9.2
com.github.seratch,awscala-iam_3,0.9.2
com.github.seratch,awscala-redshift_3,0.9.2
com.github.seratch,awscala-s3_3,0.9.2
com.github.seratch,awscala-simpledb_3,0.9.2
com.github.seratch,awscala-sqs_3,0.9.2
com.github.seratch,awscala-stepfunctions_3,0.9.2
com.github.seratch,awscala-sts_3,0.9.2
com.github.cb372,cacheable-core_3,1.0.0-M4
com.github.cb372,cacheable-ehcache_3,1.0.0-M4
com.github.cb372,cacheable-guava_3,1.0.0-M4
com.github.cb372,cacheable-redis_3,1.0.0-M4
com.github.cb372,scalacache_3,1.0.0-M4
com.github.cb372,scalacache-cache2k_3,1.0.0-M4
com.github.cb372,scalacache-caffeine_3,1.0.0-M4
com.github.cb372,scalacache-cats-effect_3,1.0.0-M4
com.github.cb372,scalacache-circe_3,1.0.0-M4
com.github.cb372,scalacache-core_3,1.0.0-M4
com.github.cb372,scalacache-ehcache_3,1.0.0-M4
com.github.cb372,scalacache-guava_3,1.0.0-M4
com.github.cb372,scalacache-lrumap_3,1.0.0-M4
com.github.cb372,scalacache-memcached_3,1.0.0-M4
com.github.cb372,scalacache-monix_3,1.0.0-M4
